name	unique reads 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35	181003-190524_Brain_S35 (mult. map. adj.)	PM181003-190524_Brain_S35(lib)	181003-190524_Brain_S35 (total)	coordinateString 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35 (lib)	181003-190524_Brain_S35 (total)
hsa-miR-6134	13	17	17	0.67	0.53	X:hsa;hsa-mir-6134,28495625,28495643,-	0.6720421606044774	0.5295834340320658
hsa-miR-548al	1	17	17	0.67	0.53	11:hsa;hsa-mir-548al,74399301,74399322,+	0.6720421606044774	0.5295834340320658
hsa-miR-2115-5p	1	17	17	0.67	0.53	3:hsa;hsa-mir-2115,48316380,48316401,-	0.6720421606044774	0.5295834340320658
hsa-miR-6741-3p	1	17	17	0.67	0.53	1:hsa;hsa-mir-6741,225922121,225922142,-	0.6720421606044774	0.5295834340320658
hsa-miR-5188	1	17	17	0.67	0.53	12:hsa;hsa-mir-5188,124915610,124915632,+	0.6720421606044774	0.5295834340320658
hsa-miR-4492	1	17	17	0.67	0.53	11:hsa;hsa-mir-4492,118910765,118910781,+	0.6720421606044774	0.5295834340320658
hsa-miR-579-3p	1	17	17	0.67	0.53	5:hsa;hsa-mir-579,32394439,32394461,-	0.6720421606044774	0.5295834340320658
hsa-miR-10398-5p	1	17	17	0.67	0.53	6:hsa;hsa-mir-10398,41733554,41733574,-	0.6720421606044774	0.5295834340320658
hsa-miR-302d-3p	2	17	17	0.67	0.53	4:hsa;hsa-mir-302d,112648047,112648069,-	0.6720421606044774	0.5295834340320658
hsa-miR-1915-3p	2	17	17	0.67	0.53	10:hsa;hsa-mir-1915,21496608,21496627,-	0.6720421606044774	0.5295834340320658
hsa-miR-33b-3p	1	17	17	0.67	0.53	17:hsa;hsa-mir-33b,17813889,17813910,-	0.6720421606044774	0.5295834340320658
hsa-miR-6776-3p	1	16	16	0.63	0.5	17:hsa;hsa-mir-6776,2692897,2692919,-	0.632510268804214	0.49843146732429716
hsa-miR-4683	2	16	16	0.63	0.5	10:hsa;hsa-mir-4683,35641221,35641243,-	0.632510268804214	0.49843146732429716
hsa-miR-4433b-3p	1	16	16	0.63	0.5	2:hsa;hsa-mir-4433b,64340806,64340826,-	0.632510268804214	0.49843146732429716
hsa-miR-6726-3p	1	16	16	0.63	0.5	1:hsa;hsa-mir-6726,1296151,1296170,-	0.632510268804214	0.49843146732429716
hsa-miR-2278	2	16	16	0.63	0.5	9:hsa;hsa-mir-2278,94809977,94809998,+	0.632510268804214	0.49843146732429716
hsa-miR-3190-3p	1	16	16	0.63	0.5	19:hsa;hsa-mir-3190,47226988,47227010,+	0.632510268804214	0.49843146732429716
hsa-miR-4749-5p	1	16	16	0.63	0.5	19:hsa;hsa-mir-4749,49854593,49854614,+	0.632510268804214	0.49843146732429716
hsa-miR-1976	2	16	16	0.63	0.5	1:hsa;hsa-mir-1976,26554574,26554593,+	0.632510268804214	0.49843146732429716
hsa-miR-6865-3p	2	16	16	0.63	0.5	17:hsa;hsa-mir-6865,4970125,4970145,-	0.632510268804214	0.49843146732429716
hsa-miR-1251-3p	2	16	16	0.63	0.5	12:hsa;hsa-mir-1251,97491951,97491971,+	0.632510268804214	0.49843146732429716
hsa-miR-6827-3p	1	16	16	0.63	0.5	3:hsa;hsa-mir-6827,134367842,134367862,-	0.632510268804214	0.49843146732429716
hsa-let-7g-3p	1	16	16	0.63	0.5	3:hsa;hsa-let-7g,52268339,52268359,-	0.632510268804214	0.49843146732429716
hsa-miR-10a-3p	2	16	16	0.63	0.5	17:hsa;hsa-mir-10a,48579900,48579921,-	0.632510268804214	0.49843146732429716
hsa-miR-4520-3p	1	16	16	0.63	0.5	17:hsa;hsa-mir-4520-1,6655481,6655502,-	0.632510268804214	0.49843146732429716
hsa-miR-210-5p	2	15	15	0.59	0.47	11:hsa;hsa-mir-210,568116,568137,-	0.5929783770039506	0.4672795006165286
hsa-miR-1252-3p	1	15	15	0.59	0.47	12:hsa;hsa-mir-1252,79419296,79419317,+	0.5929783770039506	0.4672795006165286
hsa-miR-4664-3p	1	15	15	0.59	0.47	8:hsa;hsa-mir-4664,143733126,143733147,-	0.5929783770039506	0.4672795006165286
hsa-miR-6792-3p	1	15	15	0.59	0.47	19:hsa;hsa-mir-6792,7617480,7617501,+	0.5929783770039506	0.4672795006165286
hsa-miR-3178	1	15	15	0.59	0.47	16:hsa;hsa-mir-3178,2531932,2531948,-	0.5929783770039506	0.4672795006165286
hsa-miR-7114-5p	1	14	14	0.55	0.44	9:hsa;hsa-mir-7114,137450031,137450051,-	0.5534464852036872	0.43612753390876
hsa-miR-6763-3p	2	14	14	0.55	0.44	12:hsa;hsa-mir-6763,132582041,132582061,+	0.5534464852036872	0.43612753390876
hsa-miR-892a	1	14	14	0.55	0.44	X:hsa;hsa-mir-892a,145996713,145996733,-	0.5534464852036872	0.43612753390876
hsa-miR-500b-3p	4	14	12	0.55	0.44	X:hsa;hsa-mir-500b,50010722,50010741,+	0.47438270160316054	0.3738236004932229
hsa-miR-3622a-3p	1	14	14	0.55	0.44	8:hsa;hsa-mir-3622a,27701726,27701747,+	0.5534464852036872	0.43612753390876
hsa-miR-378i	7	14	13.5	0.55	0.44	22:hsa;hsa-mir-378i,41923228,41923248,-	0.5336805393035556	0.42055155055487575
hsa-miR-20a-3p	2	14	14	0.55	0.44	13:hsa;hsa-mir-20a,91351108,91351129,+	0.5534464852036872	0.43612753390876
hsa-miR-5584-3p	1	14	14	0.55	0.44	1:hsa;hsa-mir-5584,44545531,44545552,+	0.5534464852036872	0.43612753390876
hsa-miR-1264	1	14	14	0.55	0.44	X:hsa;hsa-mir-1264,114652696,114652718,+	0.5534464852036872	0.43612753390876
hsa-miR-4689	1	14	14	0.55	0.44	1:hsa;hsa-mir-4689,5862681,5862702,-	0.5534464852036872	0.43612753390876
hsa-miR-3938	1	14	14	0.55	0.44	3:hsa;hsa-mir-3938,55852550,55852571,-	0.5534464852036872	0.43612753390876
hsa-miR-548ar-3p	1	14	14	0.55	0.44	13:hsa;hsa-mir-548ar,114244541,114244561,+	0.5534464852036872	0.43612753390876
hsa-miR-4687-5p	2	14	14	0.55	0.44	11:hsa;hsa-mir-4687,3856073,3856094,+	0.5534464852036872	0.43612753390876
hsa-miR-4636	1	14	14	0.55	0.44	5:hsa;hsa-mir-4636,9053825,9053846,-	0.5534464852036872	0.43612753390876
hsa-miR-134-3p	2	14	14	0.55	0.44	14:hsa;hsa-mir-134,101054732,101054754,+	0.5534464852036872	0.43612753390876
hsa-miR-6833-5p	1	14	14	0.55	0.44	6:hsa;hsa-mir-6833,32179821,32179842,+	0.5534464852036872	0.43612753390876
hsa-miR-6749-3p	1	13	13	0.51	0.4	11:hsa;hsa-mir-6749,64902435,64902455,-	0.5139145934034239	0.4049755672009914
hsa-miR-6826-5p	1	13	13	0.51	0.4	3:hsa;hsa-mir-6826,129272151,129272173,+	0.5139145934034239	0.4049755672009914
hsa-miR-6765-5p	2	13	13	0.51	0.4	14:hsa;hsa-mir-6765,105150778,105150802,-	0.5139145934034239	0.4049755672009914
hsa-miR-6802-3p	1	13	13	0.51	0.4	19:hsa;hsa-mir-6802,55239955,55239976,-	0.5139145934034239	0.4049755672009914
hsa-miR-624-3p	1	13	13	0.51	0.4	14:hsa;hsa-mir-624,31014699,31014719,-	0.5139145934034239	0.4049755672009914
hsa-miR-548aw	2	13	13	0.51	0.4	9:hsa;hsa-mir-548aw,132945714,132945733,+	0.5139145934034239	0.4049755672009914
hsa-miR-514b-5p	1	13	13	0.51	0.4	X:hsa;hsa-mir-514b,147250163,147250184,-	0.5139145934034239	0.4049755672009914
hsa-miR-3154	1	13	13	0.51	0.4	9:hsa;hsa-mir-3154,128245000,128245021,-	0.5139145934034239	0.4049755672009914
hsa-miR-4323	1	13	6.5	0.51	0.4	19:hsa;hsa-mir-4323,42133486,42133503,-	0.25695729670171197	0.2024877836004957
hsa-miR-4796-5p	2	12	12	0.47	0.37	3:hsa;hsa-mir-4796,114743453,114743474,-	0.47438270160316054	0.3738236004932229
hsa-miR-7702	3	12	12	0.47	0.37	9:hsa;hsa-mir-7702,111271156,111271177,-	0.47438270160316054	0.3738236004932229
hsa-miR-4474-3p	2	12	12	0.47	0.37	9:hsa;hsa-mir-4474,20502309,20502330,-	0.47438270160316054	0.3738236004932229
hsa-miR-6880-5p	1	12	12	0.47	0.37	12:hsa;hsa-mir-6880,124337186,124337207,-	0.47438270160316054	0.3738236004932229
hsa-miR-196b-5p	2	12	12	0.47	0.37	7:hsa;hsa-mir-196b,27169494,27169515,-	0.47438270160316054	0.3738236004932229
hsa-miR-766-5p	2	12	12	0.47	0.37	X:hsa;hsa-mir-766,119646766,119646787,-	0.47438270160316054	0.3738236004932229
hsa-miR-6772-3p	1	12	12	0.47	0.37	16:hsa;hsa-mir-6772,57772329,57772351,-	0.47438270160316054	0.3738236004932229
hsa-miR-449a	3	12	12	0.47	0.37	5:hsa;hsa-mir-449a,55170547,55170568,-	0.47438270160316054	0.3738236004932229
hsa-miR-4669	1	12	12	0.47	0.37	9:hsa;hsa-mir-4669,134379449,134379470,+	0.47438270160316054	0.3738236004932229
hsa-miR-4731-5p	2	12	12	0.47	0.37	17:hsa;hsa-mir-4731,15251636,15251657,-	0.47438270160316054	0.3738236004932229
hsa-miR-4638-5p	1	12	12	0.47	0.37	5:hsa;hsa-mir-4638,181222567,181222587,-	0.47438270160316054	0.3738236004932229
hsa-miR-7114-3p	2	11	11	0.43	0.34	9:hsa;hsa-mir-7114,137450066,137450086,-	0.43485080980289714	0.3426716337854543
hsa-miR-5579-3p	1	11	11	0.43	0.34	11:hsa;hsa-mir-5579,79422205,79422226,-	0.43485080980289714	0.3426716337854543
hsa-miR-5089-3p	1	11	11	0.43	0.34	17:hsa;hsa-mir-5089,46973069,46973091,+	0.43485080980289714	0.3426716337854543
hsa-miR-31-3p	2	11	11	0.43	0.34	9:hsa;hsa-mir-31,21512158,21512179,-	0.43485080980289714	0.3426716337854543
hsa-miR-548at-5p	1	11	11	0.43	0.34	17:hsa;hsa-mir-548at,42494773,42494794,+	0.43485080980289714	0.3426716337854543
hsa-miR-3157-3p	1	11	11	0.43	0.34	10:hsa;hsa-mir-3157,96064372,96064393,-	0.43485080980289714	0.3426716337854543
hsa-miR-542-5p	1	10	10	0.4	0.31	X:hsa;hsa-mir-542,134541356,134541378,-	0.39531891800263375	0.31151966707768575
hsa-miR-1178-3p	1	10	10	0.4	0.31	12:hsa;hsa-mir-1178,119713689,119713709,-	0.39531891800263375	0.31151966707768575
hsa-miR-18b-3p	1	10	10	0.4	0.31	X:hsa;hsa-mir-18b,134170089,134170110,-	0.39531891800263375	0.31151966707768575
hsa-miR-6867-5p	1	10	10	0.4	0.31	17:hsa;hsa-mir-6867,40193602,40193624,+	0.39531891800263375	0.31151966707768575
hsa-miR-1283	1	9	4.5	0.36	0.28	19:hsa;hsa-mir-1283-2,53758245,53758266,+	0.1778935131011852	0.14018385018495857
hsa-miR-3121-3p	1	9	9	0.36	0.28	1:hsa;hsa-mir-3121,180438360,180438381,-	0.3557870262023704	0.28036770036991715
hsa-miR-513a-5p	1	9	4.5	0.36	0.28	X:hsa;hsa-mir-513a-2,147225861,147225878,-	0.1778935131011852	0.14018385018495857
hsa-miR-4763-3p	1	9	9	0.36	0.28	22:hsa;hsa-mir-4763,46113624,46113647,+	0.3557870262023704	0.28036770036991715
hsa-miR-2355-5p	1	9	9	0.36	0.28	2:hsa;hsa-mir-2355,207109997,207110017,-	0.3557870262023704	0.28036770036991715
hsa-miR-548v	1	9	9	0.36	0.28	8:hsa;hsa-mir-548v,17681626,17681647,-	0.3557870262023704	0.28036770036991715
hsa-miR-3176	1	9	9	0.36	0.28	16:hsa;hsa-mir-3176,543336,543354,+	0.3557870262023704	0.28036770036991715
hsa-miR-3085-5p	1	9	9	0.36	0.28	10:hsa;hsa-mir-3085,97875826,97875850,-	0.3557870262023704	0.28036770036991715
hsa-miR-1283	1	9	4.5	0.36	0.28	19:hsa;hsa-mir-1283-1,53688494,53688515,+	0.1778935131011852	0.14018385018495857
hsa-miR-513a-5p	1	9	4.5	0.36	0.28	X:hsa;hsa-mir-513a-1,147213499,147213516,-	0.1778935131011852	0.14018385018495857
hsa-miR-4731-3p	1	9	9	0.36	0.28	17:hsa;hsa-mir-4731,15251668,15251689,-	0.3557870262023704	0.28036770036991715
hsa-miR-181d-3p	1	8	8	0.32	0.25	19:hsa;hsa-mir-181d,13874953,13874973,+	0.316255134402107	0.24921573366214858
hsa-miR-34a-3p	1	8	8	0.32	0.25	1:hsa;hsa-mir-34a,9151731,9151752,-	0.316255134402107	0.24921573366214858
hsa-miR-3913-3p	1	8	4	0.32	0.25	12:hsa;hsa-mir-3913-2,69584780,69584801,+	0.1581275672010535	0.12460786683107429
hsa-miR-4786-5p	1	8	8	0.32	0.25	2:hsa;hsa-mir-4786,239943025,239943046,-	0.316255134402107	0.24921573366214858
hsa-miR-3127-3p	2	8	8	0.32	0.25	2:hsa;hsa-mir-3127,96798324,96798345,+	0.316255134402107	0.24921573366214858
hsa-miR-10526-3p	1	8	8	0.32	0.25	11:hsa;hsa-mir-10526,122152137,122152156,-	0.316255134402107	0.24921573366214858
hsa-miR-188-5p	1	8	8	0.32	0.25	X:hsa;hsa-mir-188,50003517,50003537,+	0.316255134402107	0.24921573366214858
hsa-miR-3913-3p	1	8	4	0.32	0.25	12:hsa;hsa-mir-3913-1,69584780,69584801,-	0.1581275672010535	0.12460786683107429
hsa-miR-6129	3	6	6	0.24	0.19	17:hsa;hsa-mir-6129,49288366,49288384,-	0.23719135080158027	0.18691180024661144
hsa-miR-1827	1	6	2	0.24	0.19	12:hsa;hsa-mir-1827,100189932,100189949,+	0.07906378360052675	0.062303933415537145
hsa-miR-1266-5p	1	6	6	0.24	0.19	15:hsa;hsa-mir-1266,52277129,52277151,-	0.23719135080158027	0.18691180024661144
hsa-miR-1255a	1	6	6	0.24	0.19	4:hsa;hsa-mir-1255a,101330329,101330351,-	0.23719135080158027	0.18691180024661144
hsa-miR-33b-5p	1	6	6	0.24	0.19	17:hsa;hsa-mir-33b,17813851,17813870,-	0.23719135080158027	0.18691180024661144
hsa-miR-3675-3p	2	5	5	0.2	0.16	1:hsa;hsa-mir-3675,16858991,16859012,-	0.19765945900131687	0.15575983353884287
hsa-miR-4473	1	5	5	0.2	0.16	9:hsa;hsa-mir-4473,20411204,20411225,-	0.19765945900131687	0.15575983353884287
hsa-miR-4750-3p	1	5	5	0.2	0.16	19:hsa;hsa-mir-4750,49888209,49888230,+	0.19765945900131687	0.15575983353884287
hsa-miR-4671-3p	1	4	4	0.16	0.12	1:hsa;hsa-mir-4671,234306512,234306532,+	0.1581275672010535	0.12460786683107429
hsa-miR-6743-3p	1	4	4	0.16	0.12	11:hsa;hsa-mir-6743,209383,209405,+	0.1581275672010535	0.12460786683107429
hsa-miR-1246	1	4	4	0.16	0.12	2:hsa;hsa-mir-1246,176600990,176601008,-	0.1581275672010535	0.12460786683107429
hsa-miR-6798-3p	1	3	3	0.12	0.09	19:hsa;hsa-mir-6798,49009952,49009972,+	0.11859567540079013	0.09345590012330572
hsa-miR-7846-3p	1	3	3	0.12	0.09	1:hsa;hsa-mir-7846,12167010,12167030,+	0.11859567540079013	0.09345590012330572
hsa-miR-4654	1	3	3	0.12	0.09	1:hsa;hsa-mir-4654,162157116,162157137,+	0.11859567540079013	0.09345590012330572
hsa-miR-4717-3p	1	3	3	0.12	0.09	16:hsa;hsa-mir-4717,2274661,2274681,+	0.11859567540079013	0.09345590012330572
hsa-miR-676-5p	2	3	3	0.12	0.09	X:hsa;hsa-mir-676,70022864,70022884,+	0.11859567540079013	0.09345590012330572
hsa-miR-541-5p	1	3	3	0.12	0.09	14:hsa;hsa-mir-541,101064504,101064528,+	0.11859567540079013	0.09345590012330572
hsa-miR-4289	2	2	0.67	0.08	0.06	9:hsa;hsa-mir-4289,88745846,88745864,-	0.026354594533508916	0.02076797780517905
hsa-miR-3679-3p	1	2	2	0.08	0.06	2:hsa;hsa-mir-3679,134127168,134127189,+	0.07906378360052675	0.062303933415537145
hsa-miR-2681-5p	1	2	2	0.08	0.06	13:hsa;hsa-mir-2681,101967663,101967684,-	0.07906378360052675	0.062303933415537145
hsa-miR-4454	2	2	2	0.08	0.06	4:hsa;hsa-mir-4454,163093576,163093595,-	0.07906378360052675	0.062303933415537145
hsa-miR-4783-3p	1	2	2	0.08	0.06	2:hsa;hsa-mir-4783,127423587,127423609,-	0.07906378360052675	0.062303933415537145
hsa-miR-378d	1	1	1	0.04	0.03	8:hsa;hsa-mir-378d-2,93916043,93916062,-	0.039531891800263376	0.031151966707768573
hsa-miR-378d	1	1	0.5	0.04	0.03	4:hsa;hsa-mir-378d-1,5923305,5923324,-	0.019765945900131688	0.015575983353884286
hsa-miR-517b-3p	1	1	0.33	0.04	0.03	19:hsa;hsa-mir-517b,53721118,53721139,+	0.013177297266754458	0.010383988902589524
hsa-miR-10b-3p	1	1	1	0.04	0.03	2:hsa;hsa-mir-10b,176150368,176150389,+	0.039531891800263376	0.031151966707768573
hsa-miR-517a-3p	1	1	0.33	0.04	0.03	19:hsa;hsa-mir-517a,53712321,53712342,+	0.013177297266754458	0.010383988902589524
hsa-miR-135b-3p	1	1	1	0.04	0.03	1:hsa;hsa-mir-135b,205448356,205448377,-	0.039531891800263376	0.031151966707768573
hsa-miR-642b-5p	1	1	0.5	0.04	0.03	19:hsa;hsa-mir-642b,45674941,45674962,-	0.019765945900131688	0.015575983353884286
hsa-miR-378b	1	1	1	0.04	0.03	3:hsa;hsa-mir-378b,10330262,10330280,+	0.039531891800263376	0.031151966707768573
hsa-miR-18b-5p	1	1	0.5	0.04	0.03	X:hsa;hsa-mir-18b,134170046,134170068,-	0.019765945900131688	0.015575983353884286
hsa-miR-6812-5p	1	1	1	0.04	0.03	20:hsa;hsa-mir-6812,45425515,45425539,+	0.039531891800263376	0.031151966707768573
hsa-miR-4646-3p	1	1	1	0.04	0.03	6:hsa;hsa-mir-4646,31701071,31701091,-	0.039531891800263376	0.031151966707768573
hsa-miR-3162-5p	1	1	1	0.04	0.03	11:hsa;hsa-mir-3162,59595086,59595108,-	0.039531891800263376	0.031151966707768573
hsa-miR-1288-3p	1	1	1	0.04	0.03	17:hsa;hsa-mir-1288,16282058,16282078,+	0.039531891800263376	0.031151966707768573
